date,line,total_incidents,weather_related_incidents,avg_delay_min,disrupted_trains,data_source,month_total_real
2022-05-29,JZ,8,0,8.6,40,real_monthly_downscaled,232
2022-05-30,JZ,6,0,7.6,34,real_monthly_downscaled,232
2022-05-31,JZ,9,0,12.2,46,real_monthly_downscaled,232
2022-05-01,L,4,0,8.9,49,real_monthly_downscaled,128
2022-05-02,L,3,0,6.4,47,real_monthly_downscaled,128
2022-05-03,L,4,0,9.1,59,real_monthly_downscaled,128
2022-05-04,L,4,0,7.2,55,real_monthly_downscaled,128
2022-05-05,L,5,0,9.1,62,real_monthly_downscaled,128
2022-05-06,L,4,0,7.4,50,real_monthly_downscaled,128
2022-05-07,L,5,0,14.4,69,real_monthly_downscaled,128
2022-05-08,L,4,0,8.3,58,real_monthly_downscaled,128
2022-05-09,L,3,0,6.8,48,real_monthly_downscaled,128
2022-05-10,L,4,0,8.1,55,real_monthly_downscaled,128
2022-05-11,L,4,0,11.8,49,real_monthly_downscaled,128
2022-05-12,L,4,0,5.1,50,real_monthly_downscaled,128
2022-05-13,L,4,0,8.7,55,real_monthly_downscaled,128
2022-05-14,L,4,0,7.0,56,real_monthly_downscaled,128
2022-05-15,L,4,0,10.6,50,real_monthly_downscaled,128
2022-05-16,L,4,0,9.7,51,real_monthly_downscaled,128
2022-05-17,L,4,0,8.8,52,real_monthly_downscaled,128
2022-05-18,L,4,0,9.9,49,real_monthly_downscaled,128
2022-05-19,L,5,0,8.9,63,real_monthly_downscaled,128
2022-05-20,L,4,0,8.5,58,real_monthly_downscaled,128
2022-05-21,L,4,0,12.6,61,real_monthly_downscaled,128
2022-05-22,L,4,0,8.0,53,real_monthly_downscaled,128
2022-05-23,L,4,0,7.8,50,real_monthly_downscaled,128
2022-05-24,L,4,0,8.5,51,real_monthly_downscaled,128
2022-05-25,L,5,0,5.7,62,real_monthly_downscaled,128
2022-05-26,L,4,0,10.0,49,real_monthly_downscaled,128
2022-05-27,L,5,0,11.4,61,real_monthly_downscaled,128
2022-05-28,L,4,0,7.9,61,real_monthly_downscaled,128
2022-05-29,L,4,0,10.3,59,real_monthly_downscaled,128
2022-05-30,L,4,0,8.3,55,real_monthly_downscaled,128
2022-05-31,L,5,0,12.6,64,real_monthly_downscaled,128
2022-05-01,M,4,0,10.0,30,real_monthly_downscaled,139
2022-05-02,M,5,0,7.3,36,real_monthly_downscaled,139
2022-05-03,M,5,0,6.6,35,real_monthly_downscaled,139
2022-05-04,M,5,0,7.3,36,real_monthly_downscaled,139
2022-05-05,M,4,0,7.6,33,real_monthly_downscaled,139
2022-05-06,M,4,0,9.6,30,real_monthly_downscaled,139
2022-05-07,M,6,0,14.1,42,real_monthly_downscaled,139
2022-05-08,M,4,0,9.4,33,real_monthly_downscaled,139
2022-05-09,M,4,0,8.5,28,real_monthly_downscaled,139
2022-05-10,M,4,0,7.6,34,real_monthly_downscaled,139
2022-05-11,M,5,0,7.3,36,real_monthly_downscaled,139
2022-05-12,M,4,0,9.1,31,real_monthly_downscaled,139
2022-05-13,M,5,0,10.9,34,real_monthly_downscaled,139
2022-05-14,M,4,0,7.1,32,real_monthly_downscaled,139
2022-05-15,M,4,0,7.0,27,real_monthly_downscaled,139
2022-05-16,M,4,0,6.8,30,real_monthly_downscaled,139
2022-05-17,M,4,0,9.7,33,real_monthly_downscaled,139
2022-05-18,M,5,0,8.4,35,real_monthly_downscaled,139
2022-05-19,M,4,0,9.3,31,real_monthly_downscaled,139
2022-05-20,M,4,0,7.7,29,real_monthly_downscaled,139
2022-05-21,M,5,0,14.4,35,real_monthly_downscaled,139
2022-05-22,M,5,0,8.1,34,real_monthly_downscaled,139
2022-05-23,M,4,0,6.2,31,real_monthly_downscaled,139
2022-05-24,M,5,0,9.9,34,real_monthly_downscaled,139
2022-05-25,M,4,0,8.4,30,real_monthly_downscaled,139
2022-05-26,M,5,0,8.0,35,real_monthly_downscaled,139
2022-05-27,M,4,0,8.9,31,real_monthly_downscaled,139
2022-05-28,M,4,0,6.3,28,real_monthly_downscaled,139
2022-05-29,M,4,0,9.1,32,real_monthly_downscaled,139
2022-05-30,M,5,0,7.6,35,real_monthly_downscaled,139
2022-05-31,M,6,0,13.3,46,real_monthly_downscaled,139
2022-05-01,N,13,0,11.9,89,real_monthly_downscaled,422
2022-05-02,N,14,0,10.1,97,real_monthly_downscaled,422
2022-05-03,N,12,0,8.0,79,real_monthly_downscaled,422
2022-05-04,N,13,0,8.1,86,real_monthly_downscaled,422
2022-05-05,N,12,0,11.4,82,real_monthly_downscaled,422
2022-05-06,N,13,0,8.0,92,real_monthly_downscaled,422
2022-05-07,N,16,0,12.8,112,real_monthly_downscaled,422
2022-05-08,N,14,0,10.2,94,real_monthly_downscaled,422
2022-05-09,N,12,0,6.4,84,real_monthly_downscaled,422
2022-05-10,N,13,0,8.4,90,real_monthly_downscaled,422
2022-05-11,N,12,0,8.6,81,real_monthly_downscaled,422
2022-05-12,N,13,0,7.4,91,real_monthly_downscaled,422
2022-05-13,N,15,0,6.2,101,real_monthly_downscaled,422
2022-05-14,N,13,0,8.6,88,real_monthly_downscaled,422
2022-05-15,N,14,0,9.5,98,real_monthly_downscaled,422
2022-05-16,N,13,0,7.5,91,real_monthly_downscaled,422
2022-05-17,N,12,0,6.7,85,real_monthly_downscaled,422
2022-05-18,N,13,0,10.4,87,real_monthly_downscaled,422
2022-05-19,N,13,0,9.3,87,real_monthly_downscaled,422
2022-05-20,N,14,0,8.0,99,real_monthly_downscaled,422
2022-05-21,N,15,0,14.9,106,real_monthly_downscaled,422
2022-05-22,N,15,0,8.9,106,real_monthly_downscaled,422
2022-05-23,N,14,0,11.2,98,real_monthly_downscaled,422
2022-05-24,N,13,0,9.5,90,real_monthly_downscaled,422
2022-05-25,N,16,0,6.4,107,real_monthly_downscaled,422
2022-05-26,N,12,0,7.5,85,real_monthly_downscaled,422
2022-05-27,N,15,0,7.6,100,real_monthly_downscaled,422
2022-05-28,N,13,0,9.0,86,real_monthly_downscaled,422
2022-05-29,N,14,0,8.0,94,real_monthly_downscaled,422
2022-05-30,N,12,0,6.8,80,real_monthly_downscaled,422
2022-05-31,N,19,0,14.4,128,real_monthly_downscaled,422
2022-05-01,Q,11,0,9.5,62,real_monthly_downscaled,379
2022-05-02,Q,13,0,11.5,74,real_monthly_downscaled,379
2022-05-03,Q,12,0,6.4,71,real_monthly_downscaled,379
2022-05-04,Q,13,0,10.1,77,real_monthly_downscaled,379
2022-05-05,Q,13,0,10.8,74,real_monthly_downscaled,379
2022-05-06,Q,12,0,9.2,69,real_monthly_downscaled,379
2022-05-07,Q,17,0,16.4,100,real_monthly_downscaled,379
2022-05-08,Q,11,0,11.2,64,real_monthly_downscaled,379
2022-05-09,Q,13,0,8.0,74,real_monthly_downscaled,379
2022-05-10,Q,13,0,8.1,74,real_monthly_downscaled,379
2022-05-11,Q,13,0,9.3,76,real_monthly_downscaled,379
2022-05-12,Q,11,0,7.6,63,real_monthly_downscaled,379
2022-05-13,Q,13,0,12.6,75,real_monthly_downscaled,379
2022-05-14,Q,10,0,9.7,61,real_monthly_downscaled,379
2022-05-15,Q,13,0,8.6,74,real_monthly_downscaled,379
2022-05-16,Q,13,0,6.4,77,real_monthly_downscaled,379
2022-05-17,Q,10,0,8.9,59,real_monthly_downscaled,379
2022-05-18,Q,12,0,6.7,71,real_monthly_downscaled,379
2022-05-19,Q,12,0,9.6,72,real_monthly_downscaled,379
2022-05-20,Q,13,0,4.7,75,real_monthly_downscaled,379
2022-05-21,Q,13,0,15.6,75,real_monthly_downscaled,379
2022-05-22,Q,13,0,7.9,77,real_monthly_downscaled,379
2022-05-23,Q,13,0,6.0,78,real_monthly_downscaled,379
2022-05-24,Q,12,0,8.5,72,real_monthly_downscaled,379
2022-05-25,Q,11,0,8.5,67,real_monthly_downscaled,379
2022-05-26,Q,12,0,8.4,71,real_monthly_downscaled,379
2022-05-27,Q,10,0,10.6,59,real_monthly_downscaled,379
2022-05-28,Q,13,0,9.1,73,real_monthly_downscaled,379
2022-05-29,Q,10,0,9.7,59,real_monthly_downscaled,379
2022-05-30,Q,11,0,8.1,65,real_monthly_downscaled,379
2022-05-31,Q,13,0,14.1,76,real_monthly_downscaled,379
2022-05-01,R,7,0,10.6,53,real_monthly_downscaled,258
2022-05-02,R,8,0,8.7,64,real_monthly_downscaled,258
2022-05-03,R,9,0,7.0,67,real_monthly_downscaled,258
2022-05-04,R,7,0,5.4,54,real_monthly_downscaled,258
2022-05-05,R,7,0,9.6,55,real_monthly_downscaled,258
2022-05-06,R,9,0,10.4,65,real_monthly_downscaled,258
2022-05-07,R,12,0,14.1,90,real_monthly_downscaled,258
2022-05-08,R,8,0,5.9,59,real_monthly_downscaled,258
2022-05-09,R,9,0,8.7,66,real_monthly_downscaled,258
2022-05-10,R,7,0,7.8,55,real_monthly_downscaled,258
2022-05-11,R,8,0,8.7,60,real_monthly_downscaled,258
2022-05-12,R,9,0,11.4,66,real_monthly_downscaled,258
2022-05-13,R,7,0,9.7,56,real_monthly_downscaled,258
2022-05-14,R,8,0,9.4,59,real_monthly_downscaled,258
2022-05-15,R,8,0,8.4,64,real_monthly_downscaled,258
2022-05-16,R,8,0,9.1,59,real_monthly_downscaled,258
2022-05-17,R,9,0,7.4,68,real_monthly_downscaled,258
2022-05-18,R,9,0,9.3,70,real_monthly_downscaled,258
2022-05-19,R,8,0,8.2,64,real_monthly_downscaled,258
2022-05-20,R,9,0,7.3,67,real_monthly_downscaled,258
2022-05-21,R,11,0,14.7,86,real_monthly_downscaled,258
2022-05-22,R,9,0,5.2,65,real_monthly_downscaled,258
2022-05-23,R,9,0,7.7,66,real_monthly_downscaled,258
2022-05-24,R,7,0,9.4,54,real_monthly_downscaled,258
2022-05-25,R,9,0,10.3,67,real_monthly_downscaled,258
2022-05-26,R,8,0,9.2,57,real_monthly_downscaled,258
2022-05-27,R,7,0,7.5,53,real_monthly_downscaled,258
2022-05-28,R,8,0,8.4,63,real_monthly_downscaled,258
2022-05-29,R,7,0,8.9,56,real_monthly_downscaled,258
2022-05-30,R,7,0,10.8,54,real_monthly_downscaled,258
2022-05-31,R,10,0,14.9,79,real_monthly_downscaled,258
2022-05-01,S 42ND,0,0,8.8,2,real_monthly_downscaled,7
2022-05-02,S 42ND,0,0,6.1,1,real_monthly_downscaled,7
2022-05-03,S 42ND,0,0,6.4,2,real_monthly_downscaled,7
2022-05-04,S 42ND,0,0,9.3,2,real_monthly_downscaled,7
2022-05-05,S 42ND,0,0,8.4,2,real_monthly_downscaled,7
2022-05-06,S 42ND,1,0,7.1,2,real_monthly_downscaled,7
2022-05-07,S 42ND,1,0,13.0,2,real_monthly_downscaled,7
2022-05-08,S 42ND,0,0,11.1,2,real_monthly_downscaled,7
2022-05-09,S 42ND,0,0,10.4,2,real_monthly_downscaled,7
2022-05-10,S 42ND,0,0,8.3,2,real_monthly_downscaled,7
2022-05-11,S 42ND,0,0,9.7,1,real_monthly_downscaled,7
2022-05-12,S 42ND,0,0,8.7,2,real_monthly_downscaled,7
2022-05-13,S 42ND,0,0,5.8,2,real_monthly_downscaled,7
2022-05-14,S 42ND,0,0,5.6,2,real_monthly_downscaled,7
2022-05-15,S 42ND,0,0,7.1,1,real_monthly_downscaled,7
2022-05-16,S 42ND,0,0,6.1,2,real_monthly_downscaled,7
2022-05-17,S 42ND,0,0,8.9,2,real_monthly_downscaled,7
2022-05-18,S 42ND,0,0,7.7,2,real_monthly_downscaled,7
2022-05-19,S 42ND,0,0,9.1,2,real_monthly_downscaled,7
2022-05-20,S 42ND,0,0,9.2,2,real_monthly_downscaled,7
2022-05-21,S 42ND,1,0,14.5,2,real_monthly_downscaled,7
2022-05-22,S 42ND,1,0,7.1,2,real_monthly_downscaled,7
2022-05-23,S 42ND,0,0,9.3,1,real_monthly_downscaled,7
2022-05-24,S 42ND,0,0,7.1,2,real_monthly_downscaled,7
2022-05-25,S 42ND,0,0,9.6,1,real_monthly_downscaled,7
2022-05-26,S 42ND,0,0,10.3,2,real_monthly_downscaled,7
2022-05-27,S 42ND,0,0,9.6,2,real_monthly_downscaled,7
2022-05-28,S 42ND,1,0,8.2,2,real_monthly_downscaled,7
2022-05-29,S 42ND,0,0,9.4,2,real_monthly_downscaled,7
2022-05-30,S 42ND,1,0,6.2,2,real_monthly_downscaled,7
2022-05-31,S 42ND,1,0,10.9,2,real_monthly_downscaled,7
2022-05-01,S FKLN,0,0,8.0,1,real_monthly_downscaled,9
2022-05-02,S FKLN,0,0,9.6,1,real_monthly_downscaled,9
2022-05-03,S FKLN,1,0,8.6,2,real_monthly_downscaled,9
2022-05-04,S FKLN,0,0,7.6,1,real_monthly_downscaled,9
2022-05-05,S FKLN,1,0,8.9,2,real_monthly_downscaled,9
2022-05-06,S FKLN,0,0,10.0,1,real_monthly_downscaled,9
2022-05-07,S FKLN,1,0,15.1,2,real_monthly_downscaled,9
2022-05-08,S FKLN,1,0,6.5,2,real_monthly_downscaled,9
2022-05-09,S FKLN,0,0,6.6,1,real_monthly_downscaled,9
2022-05-10,S FKLN,0,0,10.0,1,real_monthly_downscaled,9
2022-05-11,S FKLN,0,0,8.1,2,real_monthly_downscaled,9
2022-05-12,S FKLN,0,0,5.2,1,real_monthly_downscaled,9
2022-05-13,S FKLN,0,0,7.4,1,real_monthly_downscaled,9
2022-05-14,S FKLN,0,0,7.8,1,real_monthly_downscaled,9
2022-05-15,S FKLN,0,0,8.0,1,real_monthly_downscaled,9
2022-05-16,S FKLN,0,0,9.6,1,real_monthly_downscaled,9
2022-05-17,S FKLN,1,0,7.1,2,real_monthly_downscaled,9
2022-05-18,S FKLN,1,0,9.9,2,real_monthly_downscaled,9
2022-05-19,S FKLN,0,0,8.9,1,real_monthly_downscaled,9
2022-05-20,S FKLN,0,0,6.6,1,real_monthly_downscaled,9
2022-05-21,S FKLN,1,0,13.0,2,real_monthly_downscaled,9
2022-05-22,S FKLN,0,0,9.2,2,real_monthly_downscaled,9
2022-05-23,S FKLN,0,0,8.6,1,real_monthly_downscaled,9
2022-05-24,S FKLN,0,0,9.1,2,real_monthly_downscaled,9
2022-05-25,S FKLN,0,0,7.6,1,real_monthly_downscaled,9
2022-05-26,S FKLN,0,0,9.3,1,real_monthly_downscaled,9
2022-05-27,S FKLN,0,0,7.9,1,real_monthly_downscaled,9
2022-05-28,S FKLN,1,0,12.3,2,real_monthly_downscaled,9
2022-05-29,S FKLN,0,0,6.5,1,real_monthly_downscaled,9
2022-05-30,S FKLN,0,0,12.5,2,real_monthly_downscaled,9
2022-05-31,S FKLN,1,0,12.1,2,real_monthly_downscaled,9
2022-05-01,S ROCK,1,0,7.7,5,real_monthly_downscaled,48
2022-05-02,S ROCK,2,0,7.9,5,real_monthly_downscaled,48
2022-05-03,S ROCK,1,0,8.9,5,real_monthly_downscaled,48
2022-05-04,S ROCK,1,0,7.6,5,real_monthly_downscaled,48
2022-05-05,S ROCK,1,0,7.8,5,real_monthly_downscaled,48
2022-05-06,S ROCK,2,0,8.3,5,real_monthly_downscaled,48
2022-05-07,S ROCK,2,0,13.6,7,real_monthly_downscaled,48
2022-05-08,S ROCK,1,0,9.4,5,real_monthly_downscaled,48
2022-05-09,S ROCK,1,0,9.4,4,real_monthly_downscaled,48
2022-05-10,S ROCK,1,0,6.3,4,real_monthly_downscaled,48
2022-05-11,S ROCK,2,0,10.6,5,real_monthly_downscaled,48
2022-05-12,S ROCK,1,0,8.6,5,real_monthly_downscaled,48
2022-05-13,S ROCK,2,0,8.0,5,real_monthly_downscaled,48
2022-05-14,S ROCK,2,0,7.1,5,real_monthly_downscaled,48
2022-05-15,S ROCK,2,0,11.5,6,real_monthly_downscaled,48
2022-05-16,S ROCK,1,0,12.0,5,real_monthly_downscaled,48
2022-05-17,S ROCK,2,0,11.3,5,real_monthly_downscaled,48
2022-05-18,S ROCK,1,0,8.7,5,real_monthly_downscaled,48
2022-05-19,S ROCK,2,0,9.0,5,real_monthly_downscaled,48
2022-05-20,S ROCK,1,0,10.7,5,real_monthly_downscaled,48
2022-05-21,S ROCK,2,0,13.1,7,real_monthly_downscaled,48
2022-05-22,S ROCK,1,0,9.3,5,real_monthly_downscaled,48
2022-05-23,S ROCK,2,0,8.8,5,real_monthly_downscaled,48
2022-05-24,S ROCK,2,0,11.4,5,real_monthly_downscaled,48
2022-05-25,S ROCK,2,0,10.7,6,real_monthly_downscaled,48
2022-05-26,S ROCK,1,0,8.3,4,real_monthly_downscaled,48
2022-05-27,S ROCK,2,0,10.8,5,real_monthly_downscaled,48
2022-05-28,S ROCK,1,0,8.5,5,real_monthly_downscaled,48
2022-05-29,S ROCK,2,0,7.7,6,real_monthly_downscaled,48
2022-05-30,S ROCK,2,0,8.1,5,real_monthly_downscaled,48
2022-05-31,S ROCK,2,0,13.7,7,real_monthly_downscaled,48
2022-06-01,1,12,0,10.0,72,real_monthly_downscaled,348
2022-06-02,1,13,0,9.4,75,real_monthly_downscaled,348
2022-06-03,1,10,0,8.6,58,real_monthly_downscaled,348
2022-06-04,1,10,0,5.9,61,real_monthly_downscaled,348
2022-06-05,1,12,0,7.6,68,real_monthly_downscaled,348
2022-06-06,1,13,0,8.2,75,real_monthly_downscaled,348
2022-06-07,1,13,0,8.3,74,real_monthly_downscaled,348
2022-06-08,1,12,0,10.2,74,real_monthly_downscaled,348
2022-06-09,1,11,0,11.5,65,real_monthly_downscaled,348
2022-06-10,1,13,0,9.4,75,real_monthly_downscaled,348
2022-06-11,1,11,0,7.7,63,real_monthly_downscaled,348
2022-06-12,1,10,0,10.3,58,real_monthly_downscaled,348
2022-06-13,1,12,0,7.6,70,real_monthly_downscaled,348
2022-06-14,1,11,0,4.6,67,real_monthly_downscaled,348
2022-06-15,1,12,0,6.6,72,real_monthly_downscaled,348
2022-06-16,1,11,0,4.9,68,real_monthly_downscaled,348
2022-06-17,1,12,0,7.9,72,real_monthly_downscaled,348
2022-06-18,1,11,0,8.2,63,real_monthly_downscaled,348
2022-06-19,1,10,0,6.1,62,real_monthly_downscaled,348
2022-06-20,1,12,0,7.2,71,real_monthly_downscaled,348
2022-06-21,1,11,0,6.4,66,real_monthly_downscaled,348
2022-06-22,1,10,0,8.3,59,real_monthly_downscaled,348
2022-06-23,1,11,0,7.2,63,real_monthly_downscaled,348
2022-06-24,1,12,0,10.0,72,real_monthly_downscaled,348
2022-06-25,1,16,0,13.8,93,real_monthly_downscaled,348
2022-06-26,1,12,0,10.9,71,real_monthly_downscaled,348
2022-06-27,1,12,0,7.8,70,real_monthly_downscaled,348
2022-06-28,1,12,0,11.7,72,real_monthly_downscaled,348
2022-06-29,1,10,0,8.5,60,real_monthly_downscaled,348
2022-06-30,1,11,0,7.7,67,real_monthly_downscaled,348
2022-06-01,2,15,0,8.3,89,real_monthly_downscaled,456
2022-06-02,2,13,0,9.8,76,real_monthly_downscaled,456
2022-06-03,2,15,0,6.8,84,real_monthly_downscaled,456
2022-06-04,2,15,0,9.6,89,real_monthly_downscaled,456
2022-06-05,2,17,0,7.0,99,real_monthly_downscaled,456
2022-06-06,2,15,0,9.4,86,real_monthly_downscaled,456
2022-06-07,2,15,0,6.2,84,real_monthly_downscaled,456
2022-06-08,2,17,0,9.3,99,real_monthly_downscaled,456
2022-06-09,2,17,0,8.3,97,real_monthly_downscaled,456
2022-06-10,2,16,0,8.6,91,real_monthly_downscaled,456
2022-06-11,2,15,0,9.9,87,real_monthly_downscaled,456
2022-06-12,2,14,0,7.3,80,real_monthly_downscaled,456
2022-06-13,2,16,0,8.5,89,real_monthly_downscaled,456
2022-06-14,2,16,0,9.0,95,real_monthly_downscaled,456
2022-06-15,2,17,0,8.1,99,real_monthly_downscaled,456
2022-06-16,2,14,0,9.6,78,real_monthly_downscaled,456
2022-06-17,2,14,0,9.0,80,real_monthly_downscaled,456
2022-06-18,2,17,0,7.6,96,real_monthly_downscaled,456
2022-06-19,2,17,0,10.4,96,real_monthly_downscaled,456
2022-06-20,2,16,0,9.3,92,real_monthly_downscaled,456
2022-06-21,2,13,0,7.2,76,real_monthly_downscaled,456
2022-06-22,2,16,0,7.2,92,real_monthly_downscaled,456
2022-06-23,2,15,0,8.2,85,real_monthly_downscaled,456
2022-06-24,2,14,0,9.2,83,real_monthly_downscaled,456
2022-06-25,2,17,0,10.2,100,real_monthly_downscaled,456
2022-06-26,2,14,0,7.3,81,real_monthly_downscaled,456
2022-06-27,2,15,0,7.6,87,real_monthly_downscaled,456
2022-06-28,2,13,0,6.3,77,real_monthly_downscaled,456
2022-06-29,2,15,0,7.0,86,real_monthly_downscaled,456
2022-06-30,2,13,0,8.7,75,real_monthly_downscaled,456
2022-06-01,3,7,0,9.9,49,real_monthly_downscaled,240
2022-06-02,3,8,0,5.9,53,real_monthly_downscaled,240
2022-06-03,3,8,0,12.3,54,real_monthly_downscaled,240
2022-06-04,3,7,0,8.4,48,real_monthly_downscaled,240
2022-06-05,3,9,0,7.0,59,real_monthly_downscaled,240
2022-06-06,3,8,0,9.1,50,real_monthly_downscaled,240
2022-06-07,3,9,0,4.8,57,real_monthly_downscaled,240
2022-06-08,3,7,0,8.0,45,real_monthly_downscaled,240
2022-06-09,3,8,0,8.2,55,real_monthly_downscaled,240
2022-06-10,3,7,0,6.6,49,real_monthly_downscaled,240
2022-06-11,3,8,0,7.6,52,real_monthly_downscaled,240
2022-06-12,3,9,0,10.8,57,real_monthly_downscaled,240
2022-06-13,3,8,0,8.8,55,real_monthly_downscaled,240
2022-06-14,3,8,0,9.1,50,real_monthly_downscaled,240
2022-06-15,3,9,0,7.3,56,real_monthly_downscaled,240
2022-06-16,3,8,0,6.5,51,real_monthly_downscaled,240
2022-06-17,3,7,0,8.1,45,real_monthly_downscaled,240
2022-06-18,3,8,0,4.8,54,real_monthly_downscaled,240
2022-06-19,3,9,0,6.9,59,real_monthly_downscaled,240
2022-06-20,3,7,0,6.6,45,real_monthly_downscaled,240
2022-06-21,3,8,0,5.4,55,real_monthly_downscaled,240
2022-06-22,3,9,0,9.5,57,real_monthly_downscaled,240
2022-06-23,3,8,0,8.3,53,real_monthly_downscaled,240
2022-06-24,3,8,0,7.6,52,real_monthly_downscaled,240
2022-06-25,3,9,0,14.5,60,real_monthly_downscaled,240
2022-06-26,3,7,0,6.0,47,real_monthly_downscaled,240
2022-06-27,3,8,0,6.5,50,real_monthly_downscaled,240
2022-06-28,3,8,0,10.2,54,real_monthly_downscaled,240
2022-06-29,3,8,0,11.9,49,real_monthly_downscaled,240
2022-06-30,3,8,0,9.5,52,real_monthly_downscaled,240
2022-06-01,4,13,0,7.8,73,real_monthly_downscaled,363
2022-06-02,4,12,0,11.4,72,real_monthly_downscaled,363
2022-06-03,4,14,0,6.6,79,real_monthly_downscaled,363
2022-06-04,4,12,0,7.4,71,real_monthly_downscaled,363
2022-06-05,4,13,0,9.8,75,real_monthly_downscaled,363
2022-06-06,4,13,0,8.9,74,real_monthly_downscaled,363
2022-06-07,4,13,0,7.6,75,real_monthly_downscaled,363
2022-06-08,4,11,0,7.7,67,real_monthly_downscaled,363
2022-06-09,4,12,0,8.1,69,real_monthly_downscaled,363
2022-06-10,4,11,0,8.7,62,real_monthly_downscaled,363
2022-06-11,4,13,0,10.8,74,real_monthly_downscaled,363
2022-06-12,4,11,0,9.4,66,real_monthly_downscaled,363
2022-06-13,4,12,0,10.0,72,real_monthly_downscaled,363
2022-06-14,4,14,0,7.8,79,real_monthly_downscaled,363
2022-06-15,4,13,0,9.3,74,real_monthly_downscaled,363
2022-06-16,4,11,0,6.2,66,real_monthly_downscaled,363
2022-06-17,4,12,0,8.8,71,real_monthly_downscaled,363
2022-06-18,4,13,0,8.7,73,real_monthly_downscaled,363
2022-06-19,4,13,0,11.2,78,real_monthly_downscaled,363
2022-06-20,4,13,0,10.8,77,real_monthly_downscaled,363
2022-06-21,4,11,0,8.1,67,real_monthly_downscaled,363
2022-06-22,4,14,0,7.3,79,real_monthly_downscaled,363
2022-06-23,4,11,0,7.3,63,real_monthly_downscaled,363
2022-06-24,4,11,0,8.1,66,real_monthly_downscaled,363
2022-06-25,4,13,0,15.5,76,real_monthly_downscaled,363
2022-06-26,4,11,0,9.1,67,real_monthly_downscaled,363
2022-06-27,4,12,0,9.3,69,real_monthly_downscaled,363
2022-06-28,4,11,0,9.7,65,real_monthly_downscaled,363
2022-06-29,4,10,0,7.0,60,real_monthly_downscaled,363
2022-06-30,4,10,0,7.4,60,real_monthly_downscaled,363
2022-06-01,5,8,0,5.2,45,real_monthly_downscaled,241
2022-06-02,5,9,0,9.4,48,real_monthly_downscaled,241
2022-06-03,5,8,0,8.2,46,real_monthly_downscaled,241
2022-06-04,5,7,0,5.0,39,real_monthly_downscaled,241
2022-06-05,5,8,0,6.8,44,real_monthly_downscaled,241
2022-06-06,5,8,0,8.0,41,real_monthly_downscaled,241
2022-06-07,5,8,0,5.8,45,real_monthly_downscaled,241
2022-06-08,5,8,0,10.0,44,real_monthly_downscaled,241
2022-06-09,5,7,0,8.8,38,real_monthly_downscaled,241
2022-06-10,5,8,0,9.5,40,real_monthly_downscaled,241
2022-06-11,5,9,0,7.0,46,real_monthly_downscaled,241
2022-06-12,5,8,0,9.1,45,real_monthly_downscaled,241
2022-06-13,5,7,0,7.5,38,real_monthly_downscaled,241
2022-06-14,5,8,0,8.2,45,real_monthly_downscaled,241
2022-06-15,5,8,0,9.0,44,real_monthly_downscaled,241
2022-06-16,5,7,0,8.4,40,real_monthly_downscaled,241
2022-06-17,5,7,0,9.7,38,real_monthly_downscaled,241
2022-06-18,5,8,0,8.7,42,real_monthly_downscaled,241
2022-06-19,5,9,0,7.8,48,real_monthly_downscaled,241
2022-06-20,5,7,0,9.8,39,real_monthly_downscaled,241
2022-06-21,5,9,0,10.1,50,real_monthly_downscaled,241
2022-06-22,5,8,0,8.6,45,real_monthly_downscaled,241
2022-06-23,5,9,0,10.5,48,real_monthly_downscaled,241
2022-06-24,5,9,0,8.1,51,real_monthly_downscaled,241
2022-06-25,5,10,0,13.3,51,real_monthly_downscaled,241
2022-06-26,5,8,0,8.5,45,real_monthly_downscaled,241
2022-06-27,5,8,0,8.3,42,real_monthly_downscaled,241
2022-06-28,5,7,0,8.0,39,real_monthly_downscaled,241
2022-06-29,5,9,0,7.4,48,real_monthly_downscaled,241
2022-06-30,5,7,0,7.0,38,real_monthly_downscaled,241
2022-06-01,6,18,0,5.2,105,real_monthly_downscaled,509
2022-06-02,6,16,0,6.5,92,real_monthly_downscaled,509
2022-06-03,6,18,0,8.9,100,real_monthly_downscaled,509
2022-06-04,6,16,0,8.4,90,real_monthly_downscaled,509
2022-06-05,6,18,0,7.9,103,real_monthly_downscaled,509
2022-06-06,6,17,0,9.4,97,real_monthly_downscaled,509
2022-06-07,6,18,0,6.3,102,real_monthly_downscaled,509
2022-06-08,6,17,0,7.6,95,real_monthly_downscaled,509
2022-06-09,6,17,0,9.3,97,real_monthly_downscaled,509
2022-06-10,6,17,0,7.5,94,real_monthly_downscaled,509
2022-06-11,6,17,0,9.0,95,real_monthly_downscaled,509
2022-06-12,6,17,0,6.8,99,real_monthly_downscaled,509
2022-06-13,6,14,0,7.3,83,real_monthly_downscaled,509
2022-06-14,6,18,0,5.8,101,real_monthly_downscaled,509
2022-06-15,6,16,0,5.4,89,real_monthly_downscaled,509
2022-06-16,6,14,0,7.8,80,real_monthly_downscaled,509
2022-06-17,6,17,0,9.2,98,real_monthly_downscaled,509
2022-06-18,6,17,0,8.3,97,real_monthly_downscaled,509
2022-06-19,6,17,0,10.2,100,real_monthly_downscaled,509
2022-06-20,6,19,0,7.9,107,real_monthly_downscaled,509
2022-06-21,6,16,0,5.3,92,real_monthly_downscaled,509
2022-06-22,6,19,0,9.0,107,real_monthly_downscaled,509
